deveui,epoch,Leq,Lmin,Lmax,L10,L50,L90,L95,nMeas,Temp,Vbat,dur,timestamp
70b3d50780000663,1721889001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.875,3.43,15,2024-07-25T06:30:01.000Z
70b3d50780000663,1721888100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.25,3.43,15,2024-07-25T06:15:00.000Z
70b3d50780000663,1721886300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.42,15,2024-07-25T05:45:00.000Z
70b3d50780000663,1721885400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.42,15,2024-07-25T05:30:00.000Z
70b3d50780000663,1721884500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.75,3.42,15,2024-07-25T05:15:00.000Z
70b3d50780000663,1721883600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.42,15,2024-07-25T05:00:00.000Z
70b3d50780000663,1721882700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.42,15,2024-07-25T04:45:00.000Z
70b3d50780000663,1721881800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.42,15,2024-07-25T04:30:00.000Z
70b3d50780000663,1721880900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.43,15,2024-07-25T04:15:00.000Z
70b3d50780000663,1721880000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.43,15,2024-07-25T04:00:00.000Z
70b3d50780000663,1721879100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.43,15,2024-07-25T03:45:00.000Z
70b3d50780000663,1721878200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.44,15,2024-07-25T03:30:00.000Z
70b3d50780000663,1721877300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.75,3.44,15,2024-07-25T03:15:00.000Z
70b3d50780000663,1721876400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.75,3.44,15,2024-07-25T03:00:00.000Z
70b3d50780000663,1721875500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.44,15,2024-07-25T02:45:00.000Z
70b3d50780000663,1721874600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.44,15,2024-07-25T02:30:00.000Z
70b3d50780000663,1721873701000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.45,15,2024-07-25T02:15:01.000Z
70b3d50780000663,1721872800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.45,15,2024-07-25T02:00:00.000Z
70b3d50780000663,1721871900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.45,15,2024-07-25T01:45:00.000Z
70b3d50780000663,1721870999000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.45,15,2024-07-25T01:29:59.000Z
70b3d50780000663,1721870100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.45,15,2024-07-25T01:15:00.000Z
70b3d50780000663,1721868300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.46,15,2024-07-25T00:45:00.000Z
70b3d50780000663,1721867401000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.46,15,2024-07-25T00:30:01.000Z
