deveui,epoch,Leq,Lmin,Lmax,L10,L50,L90,L95,nMeas,Temp,Vbat,dur,timestamp
70b3d507800007c3,1720510198000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.0,3.24,15,2024-07-09T07:29:58.000Z
70b3d507800007c3,1720508399000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.125,3.49,15,2024-07-09T06:59:59.000Z
70b3d507800007c3,1720507497000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.125,3.48,15,2024-07-09T06:44:57.000Z
70b3d507800007c3,1720506598000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,3.47,15,2024-07-09T06:29:58.000Z
70b3d507800007c3,1720505698000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.375,3.47,15,2024-07-09T06:14:58.000Z
70b3d507800007c3,1720504798000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28.125,3.46,15,2024-07-09T05:59:58.000Z
70b3d507800007c3,1720503898000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.625,3.45,15,2024-07-09T05:44:58.000Z
70b3d507800007c3,1720502998000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.875,3.45,15,2024-07-09T05:29:58.000Z
70b3d507800007c3,1720502099000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.375,3.44,15,2024-07-09T05:14:59.000Z
70b3d507800007c3,1720501198000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.75,3.44,15,2024-07-09T04:59:58.000Z
70b3d507800007c3,1720499399000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.44,15,2024-07-09T04:29:59.000Z
70b3d507800007c3,1720498498000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.44,15,2024-07-09T04:14:58.000Z
70b3d507800007c3,1720497598000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.5,3.44,15,2024-07-09T03:59:58.000Z
70b3d507800007c3,1720494898000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.45,15,2024-07-09T03:14:58.000Z
70b3d507800007c3,1720493099000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.45,15,2024-07-09T02:44:59.000Z
70b3d507800007c3,1720492198000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.45,15,2024-07-09T02:29:58.000Z
70b3d507800007c3,1720491298000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.125,3.45,15,2024-07-09T02:14:58.000Z
